X,Y,OBJECTID,ADDRESS,ARTIST,TITLE,MEDIUM,YEAR,ART_TYPE,DISPLAY,LOCATION,NEIGHBORHOOD,SIZE_,WARD,DURATION,PROGRAM_SOURCE,ARTWORK
-77.023515042967546,38.914256255535726,1,813 S STREET NW,Richard Colman,Checker Club,Aerosol paint,2011,Mural,"Capitol Pool Checkers Club, located at back of building on corner of 9th & S Street, NW",813 s street nw,shaw,,1,Temporary,MuralsDC,
-76.986446281445524,38.867186554593715,2,1320 GOOD HOPE ROAD SE,"Helping Inner City Youth Succeed, Hicks",Untitled,Aerosol paint,2009,Mural,"African Heritage Center for African Dance & Music, mural located on side of building facing parking lot",1320b good hope road se,anacostia,1209 sq. ft.,8,Temporary,MuralsDC,
-76.995284097964657,38.879774866247914,3,745 8TH STREET SE,Michael Hammond,Depiction of the House’s Go-go Band,Aerosol paint on concrete,2011,Mural,"Sasha Bruce House, mural located on front of building",745 8th street se,capitol hill,140 sq. feet,6,Permanent,Commissioned Project,
-77.001522170320811,38.95704146049561,4,320 RIGGS ROAD NE,Joel Bergner and Rashad Cuffee,Life Makes Music,Aerosol paint,2008,Mural,"Off the intersection at South Dakota Ave NE & Riggs Road NE, , mural located back from street on retaining wall",357 riggs road ne,petworth,,4,Temporary,Neighborhood Projects,
-77.016779828947236,38.974891735441943,5,314 CARROLL STREET NW,"Words, Beats and Life",Takoma Green,Aerosol paint,2009,Mural,"Elevation 314, mural is located behind 314 Carroll Street, NW & visible from the Red Line Metro trains at Takoma Station",314 carroll street nw,takoma,150 x 10',4,Temporary,Neighborhood Projects,
-76.944686215372158,38.86919798058274,6,1400 41ST STREET SE,Alfred J. Smith,Positive Actions,Acrylic on wood,1993,Mural,"Fort Davis Recreation Center, located behind building in circular pavilion near playground",1400 41st street se,fort davis,"Two  panels:  60"" x 30"" and one panel:  45"" x 90""",7,Permanent,Community Initiatives,
-77.020835671881926,38.89955558844359,7,616 H STREET NW,Constance Flueres,The Yellow Line,"Paint, clay, neon",1989,"Sculpture, Mural","Gallery Place, Chinatown Metro Station, located inside station entrance",616 h street nw,chinatown,130',2,Temporary,MuralsDC,
-76.984688361293323,38.909745288073601,8,1201 MOUNT OLIVET ROAD NE,Roderick Turner,Black Men in Flight,Paint on board,1998,Mural,Located on side of North East Market Deli,1203 mt. olivet road ne,brentwood,8' x 28',5,Permanent,Art in the Metro,
-76.986969455441425,38.900450980304022,9,1338 H STREET NE,Justine Walden,Expressive Sign Project: Smokey's Barbershop,Pain on aluminum,2004,"Architectural, sign","Smokey's Barber Shop, business sign",1338 h street ne,atlas district,,6,Temporary,MuralsDC,
-77.022304703862048,38.913943453134451,10,710 S STREET NW,Eric B. Ricks,With Hard Work Dreams Become Reality,Aerosol paint on brick,2012,Mural,"Log Cabin Convenience Store, back of building",710 s street nw,shaw,12' x 26',6,Permanent,Community Initiatives,
-76.994564882555153,38.930360153562702,11,3225 8TH STREET NE,"Cita ""Chelove"" Sadeli",I Dance With The Dancers,Aerosol paint on concrete,2012,Mural,"Dance Place, mural located on right side of building",3225 8th street ne,pleasant plains,"148"" x 743""",5,Permanent,Inter District DPR,
-76.978627807395,38.865915649665844,12,1800 GOOD HOPE ROAD SE,William C. Howard,I Read,Glass,2010,Installation,"Anacostia Library, installation located inside building",1800 good hope road se,anacostia,,8,Temporary,MuralsDC,
-77.001789286311904,38.905506821805396,13,1179 3RD STREET NE,Daniel Hopkins,Pose,Aerosol paint on brick,2012,Mural,"Oasis Market, located on side of building facing M Street",1179 3rd street ne,noma,8' x 27',6,Temporary,MuralsDC,
-77.025232453896663,38.939171909746186,14,3910 GEORGIA AVENUE NW,Nekisha Durrett,Sweet,Uv coated canvas,2011,Mural,"3 Tree Flats, located on right side of condominium building",3910 georgia avenue nw,petworth,24 x 12',4,Temporary,MuralsDC,
-77.033309792868906,38.927203073272217,15,1420 COLUMBIA ROAD NW,Ryan McDonnell and Manuel Navarette,Untitled,Aerosol paint,2008,Mural,"CentroNia School, located on side street Harvard CT, on side of  building",1420 columbia road nw,columbia heights,762 sq. feet,1,Permanent,Neighborhood Projects,
-77.04613973190186,38.913725046183494,16,1736 CONNECTICUT AVENUE NW,Byron Peck,Dupont Circle,Paint on brick,1993,Mural,Located on side of building 2nd-3rd floor,1736 connecticut avenue nw,dupont circle,,2,Temporary,MuralsDC,
-77.016353458517699,38.913742380689598,17,400 FLORIDA AVENUE NW,Joel Bergner and Rashad Cuffee,The Crane,Aerosol paint,2008,Mural,"Ken's Carry Out, mural located on outside of building",400 florida avenue nw,shaw,225 sq. feet,5,Temporary,MuralsDC,
-77.077778012466737,38.950164181029514,18,3950 CHESAPEAKE STREET NW,Kevin Dobbe,Interactions,Four NEC monitors with wall domed camera above. 5 four ft. DMX controlled LED lights.,2012,Installation,"Wilson Senior High, LED DMX Display is located inside school",3950 chesapeake street nw,north cleveland park,"Four 55"" monitors",3,Permanent,Neighborhood Projects,
-77.009567293213024,38.910848303362236,19,12 FLORIDA AVENUE NW,James Bullough and Addison Karl,Untitled,Aerosol paint,2013,Mural,"Across from Tuxton Cricle Park, mural located on right side of building,",12 florida avenue nw,truxton circle,,5,Temporary,MuralsDC,
-76.9410901691585,38.901013390034322,20,4309 NANNIE HELEN BURROUGHS AVENUE NE,Rik Freeman,100 Years of African American History,Acrylic on masonry wall,1991,Mural,"Deanwood, across the street from Dean Avenue Cleaners",4309 nannie helen burroughs avenue ne,deanwood,12' x 120',7,Temporary,MuralsDC,
-76.991820668078645,38.829029734270087,21,885 CHESAPEAKE STREET SE,Cheryl Foster,Shooting for the Stars…Not Each Other,"Mosaic, mixed media",2000,Mural,"Southern Court Apartments, located onside of apartment building Chesapeake & Southern Avenue, SE",885 chesapeake street se,washington highlands,30' x 30',8,Temporary,MuralsDC,
-76.996916494788081,38.922067272626279,22,680 RHODE ISLAND AVENUE NE,Albus Cavus,Edgewood to the End of the World,Aerosol paint,2009,Mural,"Rhode Island Avenue Shopping Center, mural is located in the parking lot of the shopping center off of 4th Street",680 rhode island avenue ne,edgewood,20 x 275',5,Temporary,MuralsDC,
-76.982919600894263,38.921047494003744,23,2311 14TH STREET NE,Maureen Melville & Laurie Seigel,Brentwood Recreation Center,Stained glass windows,2007,"Mural, glass","Brentwood Recreation Center, located in windows of entrance",2311 14th street ne,brentwood,,5,Temporary,MuralsDC,
-76.993019099816365,38.898553076310137,24,640 10TH STREET NE,Carien Quiroga,Reaching Out - Joining Hands,"Glass mosaic, aluminum and photographs",2006,Mural,"Sherwood Recreation Center, located inside Center",640 10th street ne,capitol hill,6 1/2' x 16.7',6,Permanent,Community Initiatives,
-77.02165570448247,38.899640027807941,25,630 H STREET NW,Foon Sham,The Glory of Chinese Descendants,Neon,2000,"Architectural, neon","Gallery Place, Chinatown Metro Station, located inside station",630 h street nw,chinatown,,2,Permanent,Art in the Metro,
-77.003735302421191,38.839911820393517,26,3500 MARTIN LUTHER KING JR AVENUE SE,Cheryl Foster,Golden Years,"Acrylic, mixed media",2002,Mural,"Office on Aging's Senior Wellness Center, located inside Center",3500 martin luther king jr avenue se,congress heights,6' x 24',8,Permanent,Neighborhood Projects,
-77.02496324576029,38.912166921260081,27,925 RHODE ISLAND AVENUE NW,Byron Peck,Percy Ellis,Acrylic paint on panel,2005,Mural,"Shaw Junior High School, mural located inside school",925 rhode island avenue nw,shaw,5' x 7',6,Temporary,Neighborhood Projects,
-76.992916890042281,38.900440141649327,28,920 H STREET NE,Perran Collery,Expressive Sign Project: Park's Hardware,Glazed ceramic tile cemented on cement board,2004,"Architectural, sign","Park's Hardware, business sign",920 h street ne,atlas district,,6,Temporary,MuralsDC,
-76.992602301763085,38.938071784232079,29,1100 MICHIGAN AVENUE NE,Garin Baker,"Then and Now; Swimming Pool",Oil on Canvas,2007,Mural,"Turkey Thicket Recreation Center, located in Center",1100 michigan avenue ne,brookland,"mural - 9'x 12'; banners 2'x6'",5,Temporary,MuralsDC,
-77.040902010660702,38.919683577721401,30,1742 KALORAMA ROAD NW,Cita Sadeli,Closeup,Aerosol paint,2011,Mural,"Champlain Park, mural located on side of residential building",1742 kalorama road nw,adams morgan,"1,110 sq. feet",1,Permanent,Inter District DCPL,
-77.044457557209384,38.910854144520783,31,1528 CONNECTICUT AVENUE NW,Ethelbert Miller,We Embrace,Engraved concrete,2006,Interactive Installation,"Dupont Circle Metro Station, located behind entrance in plaza on Connecticut Avenue",1546 connecticut avenue nw,dupont circle,,2,Temporary,MuralsDC,
-77.028777281267949,38.91727232966111,32,1213 U STREET NW,Aneikan Udofia,Ben's Mural,Aerosol paint on brick,2012,Mural,"Ben's Chili Bowl, mural located on right side of building",1213 u street nw,shaw,12' x 20',1,Permanent,PABC Grant,
-77.021538741276473,38.908997566756113,33,1401 7TH STREET NW,Joan Danziger,Acrobatic Troupe,Mixed media,2006,Sculpture,"Kennedy Recreation Center, located inside lobby",1401 7th street nw,shaw,"Approx. 8 feet H, each",6,Temporary,MuralsDC,
-76.995226763823808,38.925242468971156,34,711 EDGEWOOD STREET NE,Drew Liverman,Metro Branch Trail,Aerosol paint,2011,Mural,"Mural is located along the Metro Branch Trail at 8th & Edgewood Street, NE",711 edgewood street ne (behind building),edgewood,544 sq. feet,5,Permanent,Neighborhood Projects,
-76.981056822253834,38.86620812171725,35,1640 GOOD HOPE ROAD SE,Aniekan Udofia,Frederick Douglas,Aerosol paint,2011,Mural,"Bread for the City, located on right side of building, 2nd floor",1640 good hope road se,anacostia,360 sq. feet,8,Temporary,MuralsDC,
-77.038748736816061,38.924952920220477,36,1658 COLUMBIA ROAD NW,Karla 'Karlisima' Rodas,The Light of the World,Paint,2010,Mural,"The Potters House, located on front of buidling, second floor",1658 columbia road nw,adams morgan,,1,Permanent,Commissioned Project,
-77.024329460628451,38.909916590802219,37,1500 9TH STREET NW,Byron Peck,Shaw Community Mural,KEIM Mineral Paint,2008,Mural,"Shiloh Baptist Church Research Center, located on side of building",1500 9th street nw,shaw,1400 sq. feet,6,Permanent,Art Bank,
-77.046777675607743,38.923517388759748,38,1967 CALVERT STREET NW,Karla 'Karlisima' Rodas,Mama Ayesha Welcomes Presidents,"Paint, tile",2009,Mural,"Mama Ayesha's Restaurant, mural located on side of building",1967 calvert street nw,adams morgan,30 x 12',1,Temporary,MuralsDC,
-76.989163111739373,38.866676872073846,39,2005 MARTIN LUTHER KING JR AVENUE SE,Bryan Conner,Light Mural,Aerosol paint,2011,Mural,"Residential building, located on side of building facing U Street",2005 martin luther king jr avenue se,anacostia,150' x 50',8,Permanent,Art Bank,
-77.015606791138069,38.91767678293148,40,239 ELM STREET NW,Garin Baker,This Is How We Live,Alkyd paint on primed existing building exterior,2008,Mural,"The Park At LeDroit, located alongside residential building facing park",239 elm street nw,ledroit park,30' x 30',1,Permanent,Inter District DPR,
-77.032405818770911,38.917451816558355,41,2000 14TH STREET NW,Walter Kravitz,U Street Sound,Enamel on polycarbonate,1997,Sculpture,"Frank D. Reeves Municipal Center, Center Lobby",2000 14th street nw,shaw,80' x 125',1,Temporary,MuralsDC,
-76.947773314656317,38.894188678040557,42,3935 BENNING ROAD NE,Life Pieces to Masterpieces,Dreams of Tomorrow,Acrylic on canvas,2009,Mural,"Benning Library, Dorothy Irene Height Library, located inside library",3935 benning road ne,benning,,7,Temporary,MuralsDC,
-77.02135260083837,38.935010668742336,43,693 OTIS PLACE NW,Helen Metaferai and Latin American Youth Center,Parkview Stories,Acrylic on concrete,2011,Mural,"Park View Recreation Center, mural located on front & back of building",693 otis place nw,park view,108 x 10',1,Temporary,MuralsDC,
-77.027778697056036,38.943616023378759,44,4400 IOWA AVENUE NW,Juan Pineda,Language Access For All In DC,Aerosol paint on brick,2012,Mural,"McFarland Middle School, mural located on outside of building",4400 iowa avenue nw,petworth,22' x 25',4,Permanent,Downtown Projects,
-77.008236280694931,38.967786951038654,45,20 TUCKERMAN STREET NE,Byron Peck,Lamond Recreation Center,Ceramic tile,2008,Mural,"Lamond Recreation Center, located on outside of building façade near entrance",20 tuckerman street ne,lamond-riggs,12 x 16',4,Permanent,PABC Grant,
-76.997585461486707,38.843394341804078,46,600 ALABAMA AVENUE SE,The Midnight Forum Artists,Untitled,Aerosol paint,2008,Mural,"Liff's Convenience Store, mural located on corner of Alabama Avenue & Randle Place, SE, facing Randle Place",600 alabama avenue se,congress heights,120 sq. feet,8,Temporary,MuralsDC,
-77.032401344477378,38.962168359750038,47,1375 MISSOURI AVENUE NW,Cecilia Lueza,"The Birth of Our Dreams, Homage to Maria Rodriguez (aka Jean Butler)",Aerosol paint,2013,Mural,"Bilingual Public Charter School, mural located on outside of school",1375 missouri avenue nw,brightwood,,4,Permanent,PABC Grant,
-77.020692625820288,38.913923030592066,48,614 S STREET NW,Byron Peck,Myth of Zacharias,Aerosol paint,2008,Mural,"New Community Church, located on side of building in alley way",614 s street nw,shaw,800 sq. feet,6,Permanent,Art in the Metro,
-77.032316991681455,38.943321186550278,49,4300 ARKANSAS AVENUE NW,"Words, Beats and Life",Upshur Park,Aerosol paint,2008,Mural,Located within Upshur park near Recreation Center,4300 arkansas avenue nw,16th street heights,994 sq. ft.,4,Temporary,MuralsDC,
-77.014594175245009,38.900648982457,50,251 H STREET NW,Val Lewton,Air Shaft Tunnel,Acrylic on concrete,1992,Mural,"Behind the Mayer Mitchell Building, Air Shaft Tunnel, 3rd & H Street",219 h street nw,downtown,20' x 27' each,6,Temporary,MuralsDC,
-76.988204949929724,38.848125456151159,51,1100 ALABAMA AVENUE SE,Matthew Barinholtz,Floating Home,Wood and wood veneers on engineered panels,2010,Suspended,Saint Elizabeth Hospital- Forensic Lobby entrance ceiling,1100 alabama avenue se,saint elizabeth's,"Panel - 144"" x 48"" x 4""; boats vary - 12"" x 4"" x 4"" to 48"" x 20"" x 20""",8,Temporary,MuralsDC,
-77.027851362902268,38.95864270895283,52,5701 GEORGIA AVENUE NW,Cheryl Foster,"Emery, You Light Up Our Lives","Acrylic, LED lights",2006,Sculpture,"Emery Recreation Center, located inside Center",5701 georgia avenue nw,brightwood,spans 60',4,Permanent,PABC Grant,
-76.995047096658496,38.853735049618614,53,2720 MARTIN LUTHER KING JR AVENUE SE,Karen Olivia Brown,Earth Point,Mixed media on wood panels,2003,Wall Mural- interior,United Communications Center lobby,2720 martin luther king jr avenue se,saint elizabeth's,"Two panels: 7 1/2' x 24""; Three Panels: 7 1/2"" x 30""; 1 Panel: 7 1/2' x 22""; and 1 Panel: 7 1/2' x 32""",8,Permanent,Commissioned Project,
-77.016158729287241,38.920952496571452,54,301 BRYANT STREET NW,"Words, Beats and Life",Fule for the Fire,Aerosol paint on concrete,2011,Mural,"Retaining wall, DC Water Byrant Street Pumping Station",301 bryant street nw,pleasant plains,130' x 22',1,Temporary,MuralsDC,
-77.031355173392299,38.895010139722928,55,1350 PENNSYLVANIA AVENUE NW,"Multiple Artists, over 200 works of art on display by 100 Metropolitan area artists",HeArt of DC City Hall Art Collection,,2006-2008,Art Installation,"John A. Wilson Building, art work located on each floor of building",1350 pennsylvania avenue nw,downtown,,2,Permanent,Neighborhood Projects,
-76.962633763312169,38.858613906123416,56,3100 DENVER STREET SE,Walter Kravitz,Hillcrest Recreation Center,Enamel on polycarbonate,2007,"Sculpture, suspended","Hillcrest Recreation Center, located in Center",3100 denver street se,hillcrest,,7,Permanent,Community Initiatives,
-76.934081892019194,38.903086162901289,57,4748 SHERIFF ROAD NE,Juan Pineda,Greetings from Deanwood,Aerosol paint,2010,Mural,"A&S Grocery Store, mural located on side of buidling",4748 sheriff road ne,deanwood,46 x 17',7,Permanent,Neighborhood Projects,
-77.034045572325653,38.933724337528297,58,1435 MERIDIAN PLACE NW,Aniekan Udofia,Untitled,Aerosol paint,2008,Mural,"Located at residence, on side of building along driveway",1435 meridian place nw,columbia heights,558 sq. feet,1,Permanent,Inter District DPR,
-77.023570818200483,38.930170799974157,59,3200 GEORGIA AVENUE NW,Joel Bergner,Daughter of Oshun in the World,Acrylic on wood,2008,Mural,"Morgan's Seafood Restaurant, mural located on outside of buidling",3200 georgia avenue nw,park view,25 x 15',1,Permanent,Inter District DPR,
-77.045333940453546,38.901680748739601,60,2001 PENNSYLVANIA AVENUE NW,John Dreyfus,Solomon's Gate,Bronze,1993,Sculpture,"James Monroe Building, front sidewalk",2001 pennsylvania avenue nw,downtown,"14' H, each",2,Permanent,Art in the Metro,
-77.044155906566004,38.907737516152125,61,1912 SUNDERLAND PLACE NW,Peter Waddell,The Toy Theater,Paint on brick,2012,Mural,"Griffin & Murphy, mural located on side of building facing parking lot",1912 sunderland place nw,dupont circle,60 x 60,2,Permanent,Community Initiatives,
-77.015763372282265,38.913456086724103,62,312 FLORIDA AVENUE NW,Aniekan Udofia,The Girl with the Pencil,Aerosol paint,2013,Mural,"Kuumba Kollectibles, mural located on side of building facing parking lot",312 florida avenue nw,shaw,,5,Permanent,Community Initiatives,
-77.021095471142829,38.915346996403883,63,620 T STREET NW,Browner Hatcher & Sean Hennessy,Jazz Man,"Stainless Steel Rods and Plates, plated brass, copper, series 38 power coating, chrome and stainless reflective discs and LED lights",2012,Sculpture,"Howard Theater, sculpture is located on roof of building",620 t street nw,shaw,7 1/2' tall,1,Temporary,Neighborhood Projects,
-77.033027565481106,38.928618449711507,64,3030 14TH STREET NW,Akili Ron Anderson,Sankofa I and II,Stained glass,2002,Stained glass,"Columbia Heights Metro Station, located inside Metro station",3030 14th street nw,columbia heights,,1,Permanent,Inter District DPR,
-77.024676502258131,38.920897768981938,65,907 BARRY PLACE NW,Albus Cavus,Seasons in the City,Aerosol paint,2009,Mural,"Refrigeration Supply Co, located on corner of Sherman Avenue & Barry Place, NW, facing Sherman Avenue",907 barry place nw,shaw,100 x 20',1,Temporary,MuralsDC,
-77.033008406668841,38.938826305904811,66,3904 14TH STREET NW,"Words, Beats and Life",My DC,Aerosol paint,2009,Mural,"14th Street Mini Market, mural located on side of building",3904 14th street nw,16th street heights,81 x 15',4,Permanent,Art in the Metro,
-77.029955498524217,38.931473831156964,67,3400 13TH STREET NW,Alicia Cosnahan,Wall to Wall,Aerosol paint on concrete,2012,Mural,"Park Market, mural located on half wall & side of building",3400 13th street nw,columbia heights,6' x 28' and 2.2' x 11',1,Temporary,MuralsDC,
-77.027861606488671,38.918750458410656,68,2119 12TH STREET NW,Kelly Towles,Scout,"Acrylic, Aerosol paint",2010,Mural,"Located on side of Residence facing empty lot- 12th + W Street, NW",2119 12th street nw,columbia heights,50 x 30',1,Permanent,Inter District DPR,
-76.975790764510194,38.926830207508083,69,2901 20TH STREET NE,,,,2014,Sculpture,Chuck Brown Memorial Park,2901 20th street ne,langdon,,5,Temporary,MuralsDC,
-76.99278172781527,38.862197176429554,70,2420 MARTIN LUTHER KING JR AVENUE SE,"Words, Beats and Life","Many Voices, Many Beats, One City","Spray paint, paint on concrete",2008,Mural,"MLK Grocery Store, located on side of building facing parking area",2420 martin luther king jr avenue se,anacostia,90 x 33',8,Temporary,MuralsDC,
-76.994733485957852,38.925973292638282,71,2801 8TH STREET NE,"Rodney ""Buck"" Herring, Wesley Clark, and Brandon Hill (A.M. Radio)",Movement,Aerosol paint,2008,Mural,Mural located under Franklin Street Underpass,2801 8th street ne,edgewood,689 sq. feet,5,Temporary,PABC Grant,
-76.983079524742905,38.870091507624799,72,1601 16TH STREET SE,Roberto Delgado,Agitate,Brushed acrylic on fiberglass mesh on shaped foamcore,2012,"Sculpture, installation","Anacostia Senior High, installation located in lunchroom of school",1601 16th street se,anacostia,,8,Temporary,MuralsDC,
-76.993940832962863,38.900412993979742,73,822 H STREET NE,Karla 'Karlisima' Rodas,Expressive Sign Project: Stan's Discount Clothes,Oil paint on aluminum,2004,"Architectural, sign","Stan’s Inc., business sign",822 h street ne,atlas district,,6,Permanent,PABC Grant,
-76.991156067468239,38.900401195621384,74,1106 H STREET NE,Valerie Theberge,Expressive Sign Project: Hillman and Son's Barbershop,Glass tiles,2004,"Architectural, sign","Hillman and Son Barber Shop, business sign",1106 h street ne,atlas district,,6,Temporary,MuralsDC,
-77.027037739910057,38.980288354069415,75,7420 GEORGIA AVENUE NW,Sam Gilliam,Library Stars/Library Obelisk,Patinated copper,2000,Sculpture,"Juanita E. Thornton, Shepherd Park Branch Library, sculpture attached to front of building",7420 georgia avenue nw,shepherd park,"19' 6"" x 5' 6"" x 2""",4,Permanent,Community Initiatives,
-76.997445199753002,38.84548736109496,76,2921 MARTIN LUTHER KING JR AVENUE SE,Daniel Rosnedvalles and Justin Poppe,Martha Washington,Aerosol paint,2013,Mural,Mellon Convenience Store,2921 martin luther king jr avenue se,congress heights,,8,Permanent,Neighborhood Projects,
-77.029398870954651,38.898141145840754,77,607 13TH STREET NW,Hazel Rebold,Ribbons and Jewels,Stained glass,1991,"Architectural, stained glass","Metro Center Station, located inside station entrance 13th & G Street",607 13th street nw,downtown,,2,Permanent,Inter District DPR,
-76.925527623854748,38.897871847617544,78,615 DIVISION AVENUE NE,,Metamorphosis,Aerosol paint on concrete,2009,Mural,"A-1 Grocery Store, located on side of building facing gas station",615 division avenue ne,lincoln heights,76 x 14',7,Permanent,PABC Grant,
-76.952154524738177,38.888113864697061,79,3600 B STREET SE,Esther Wertheimer,Celebration,Bronze,2008,Sculpture,"Triangle View Senior Residence, located behind building in back courtyard, viewable on Anacosita Road, SE",3600 b street se,fort dupont,10' x 6',7,Temporary,MuralsDC,
-77.01279478559168,38.875023592504164,80,201 N STREET SW,Walter Kravitz,City Sports,"Glass, paint",2007,"Mural, glass","King Greenleaf Recreation Center, located in Center",201 n street sw,southwest,between 5' and 8' high. Each,6,Permanent,Inter District DPR,
-76.9821542164091,38.925785396642112,81,1513 RHODE ISLAND AVENUE NE,Hamilton Glass,Untitled,Aerosol paint,2013,Mural,"Good Ol' Reliable Liquor, mural located on front of building",1513 rhode island avenue ne,langdon,,5,Temporary,MuralsDC,
-76.980644691018625,38.903889494445572,82,1101 BLADENSBURG ROAD NE,Michael Owen,Untitled,Aerosol paint,2013,Mural,"Sullivan's Southern Style Seafood, mural located on side of building",1101 bladensburg road ne,trinidad,,5,Temporary,MuralsDC,
-77.02344153941759,38.925316155065737,83,721 FAIRMONT STREET NW,The Midnight Forum Artists,Untitled,Aerosol paint,2008,Mural,Howard University Parking Lot,721 fairmont street nw,shaw,950 sq. feet,1,Temporary,MuralsDC,
-77.02994677765534,38.916779370049355,84,1300 U STREET NW,Alfred J. Smith,Community Rhythms,Paint on board,1995,Mural,"U Street/Cardozo Metro Station, located inside station entrance",1300 u street nw,shaw,4' x 106',1,Temporary,MuralsDC,
-77.024163391898909,38.906056278055978,85,1208 9TH STREET NW,Coby Kennedy,DC 500,Aerosol paint,2010,Mural,"Squares Fashion, mural located on side of building",1208 9th street nw,mount vernon,,2,Permanent,Downtown Projects,
-77.040993868565934,38.924215183485018,86,1747 COLUMBIA ROAD NW,"Midnight Forum, Lead Artist: Aniekan Udofia",Building Together,Aerosol paint,2010,Mural,"Safeway, mural located in alley way",1747 columbia rd nw,adams morgan,,1,Permanent,Neighborhood Projects,
-77.008529036331282,38.872367224165124,87,1500 SOUTH CAPITOL STREET SE,Walter Kravitz,The Ball Game,Enamel on polycarbonate,2009,Suspended installation,"Nationals Baseball Stadium, installation suspended in the entrance of the Grand Staircase",1500 south capitol street se,navy yard,28 feet high x 42 ft. wide x 44 ft. deep,6,Permanent,Inter District DPR,
-77.019474425019155,38.89784459476035,88,600 5TH STREET NW,Alex Mayer,Untitled - Circles I,Mixed media,2007,Mural,"Washington Metropolitan Area Transit Authority building, located in lobby",600 5th street nw,dupont circle,10' x 30',2,Permanent,Art in the Metro,
-77.028099858874228,38.930206912976338,89,3222 11TH STREET NW,Kevin Irvin Irvin,BloomBars,Aerosol paint,2011,Mural,"BloomBars, mural located on right side of building 2nd floor, not in alleyway",3222 11th street nw,columbia heights,,1,Temporary,MuralsDC,
-76.987777565082595,38.845397655841545,90,1290 ALABAMA AVENUE SE,Anne Allardyce-Tully,East of the River: Connections,Steel,2006,Sculpture,"Congress Heights Metro Station, located outside of entrance corner of 13th Street & Alabama Avenue, SE",1290 alabama avenue se,congress heights,,8,Permanent,Art in the Metro,
-76.984126384470017,38.880106472764346,91,1432 PENNSYLVANIA AVENUE SE,"Albus Cavus, Lead Artist: Decoy",Sousa's New Marine Band,Aerosol paint,2010,Mural,"Wisdom Lounge, mural located on side of building facing parking lot",1432 pennsylvania avenue se,capitol hill,,6,Temporary,MuralsDC,
-77.017540990397521,38.974317619167834,92,6925 BLAIR ROAD NW,Coby Kennedy,Untitled,Aerosol paint,2013,Mural,"Behind S&S Fine Wine & Spirits, located on partition wall",6925 blair road nw,takoma,,4,Temporary,MuralsDC,
-76.947464867308241,38.900428184523008,93,765 KENILWORTH TERRACE NE,Washington Glass School,Community Gateway,"Welded steel, cast and fused glass",2014,Sculpture,Unity-Parkside Community Health Center,765 kenilworth terrace ne,parkside,16',7,Permanent,Commissioned Project,
-77.023442266197065,38.899079272761433,94,701 9TH STREET NW,"Albert Paley, Paley Studios Ltd.",Epoch,"Formed and fabricated steel, polychrome",2004,Sculpture,"PEPCO Headquarters, outdoor plaza 9th & G Street, NW",701 9th street nw,penn quarter,12’ x 10’ 7” x 24’,2,Permanent,Downtown Projects,
